Symbol,Company Name,Industry,Market Cap
FBIO,Fortress Biotech,Biotechnology,298114880
FBIZ,First Business Financial Services,Banks - Regional,274391700
FBK,FB Financial,Banks - Regional,1551314304
FBMS,The First Bancshares,Banks - Regional,825302376
FBNC,First Bancorp,Banks - Regional,1303642915
FBP,First BanCorp.,Banks - Regional,2571057160
FBRT,Franklin BSP Realty Trust,REIT - Mortgage,1112309418
FBRX,Forte Biosciences,Biotechnology,17415264
FBYD,Falcon's Beyond Global,Conglomerates,130171474
FC,Franklin Covey Co.,Consulting Services,474430499
FCAP,First Capital,Banks - Regional,82861822
FCBC,First Community Bankshares,Banks - Regional,640059020
FCCO,First Community,Banks - Regional,132240348
FCEL,FuelCell Energy,Electrical Equipment & Parts,563282480
FCF,First Commonwealth Financial,Banks - Regional,1352929400
FCFS,FirstCash Holdings,Credit Services,4921271890
FCN,FTI Consulting,Consulting Services,7634585500
FCNCA,First Citizens BancShares,Banks - Regional,21154763591
FCNCO,First Citizens BancShares,Banks - Regional,295549455
FCPT,Four Corners Property Trust,REIT - Retail,2021428656
FCUV,Focus Universal,Scientific & Technical Instruments,111493496
FCX,Freeport-McMoRan,Copper,50392443750
FDBC,Fidelity D & D Bancorp,Banks - Regional,278893296
FDMT,4D Molecular Therapeutics,Biotechnology,487814800
FDP,Fresh Del Monte Produce,Farm Products,1106764600
FDS,FactSet Research Systems,Financial Data & Stock Exchanges,16858916415
FDUS,Fidus Investment,Asset Management,492651306
FDX,FedEx,Integrated Freight & Logistics,62135938800
FE,FirstEnergy,Utilities - Regulated Electric,21127867416
FEAM,5E Advanced Materials,Specialty Chemicals,111919863
FEDU,Four Seasons Education,Education & Training Services,16527420
FEIM,Frequency Electronics,Communication Equipment,70894878
FELE,Franklin Electric Co.,Specialty Industrial Machinery,4049670432
FEMY,Femasys,Medical Instruments & Supplies,22111564
FENC,Fennec Pharmaceuticals,Biotechnology,183308850
FENG,Phoenix New Media,Internet Content & Information,15771340
FERG,Ferguson,Industrial Distribution,32054766218
FET,Forum Energy Technologies,Oil & Gas Equipment & Services,239278050
FEXD,Fintech Ecosystem Development,Shell Companies,73532925
FF,FutureFuel,Chemicals,294963968
FFBC,First Financial Bancorp.,Banks - Regional,1910904548
FFIC,Flushing Financial,Banks - Regional,394777957
FFIE,Faraday Future Intelligent Electric,Auto Manufacturers,32726960
FFIN,First Financial Bankshares,Banks - Regional,3702467942
FFIV,"F5, Inc.",Software - Infrastructure,9122614560
FFNW,First Financial Northwest,Banks - Regional,100332044
FFWM,First Foundation,Banks - Regional,322858536
FG,F&G Annuities & Life,Insurance - Life,4121649880
FGBI,First Guaranty Bancshares,Banks - Regional,120255172
FGEN,FibroGen,Biotechnology,63581283
FGF,FG Financial Group,Insurance - Diversified,13600884
FGH,FG Group Holdings,Leisure,30791219
FGI,FGI Industries,"Furnishings, Fixtures & Appliances",14155000
FHB,First Hawaiian,Banks - Regional,2451388100
FHI,Federated Hermes,Asset Management,2823687492
FHLT,Future Health ESG,Shell Companies,70292183
FHN,First Horizon,Banks - Regional,6626205910
FHTX,Foghorn Therapeutics,Biotechnology,160332226
FI,Fiserv,Information Technology Services,71746232527
FIAC,Focus Impact Acquisition,Shell Companies,124606464
FIBK,First Interstate BancSystem,Banks - Regional,2602346040
FICO,Fair Isaac,Software - Application,23127387452
FICV,Frontier Investment,Shell Companies,80894502
FIGS,"FIGS, Inc.",Apparel Manufacturing,1147253467
FIHL,Fidelis Insurance Holdings,Insurance - Diversified,1640775424
FINV,FinVolution Group,Credit Services,1358577189
FINW,FinWise Bancorp,Banks - Regional,111193040
FIP,FTAI Infrastructure,Conglomerates,320295332
FIS,Fidelity National Information Services,Information Technology Services,30784482647
FISI,Financial Institutions,Banks - Regional,266146560
FITB,Fifth Third Bancorp,Banks - Regional,18016323575
FIVE,Five Below,Specialty Retail,9874188324
FIVN,Five9,Software - Infrastructure,4571038843
FIX,Comfort Systems USA,Engineering & Construction,6707596588
FIXX,Homology Medicines,Biotechnology,60123544
FIZZ,National Beverage,Beverages - Non-Alcoholic,4578084868
FKWL,Franklin Wireless,Communication Equipment,34174470
FL,Foot Locker,Apparel Retail,2156200000
FLEX,Flex Ltd.,Electronic Components,11362787280
FLFV,Feutune Light Acquisition,Shell Companies,137103648
FLGC,Flora Growth,Drug Manufacturers - Specialty & Generic,7534164
FLGT,Fulgent Genetics,Diagnostics & Research,806227992
FLIC,The First of Long Island Corporation,Banks - Regional,261625706
FLJ,FLJ Group,Real Estate Services,206545391
FLL,Full House Resorts,Resorts & Casinos,135890361
FLME,Flame Acquisition,Shell Companies,165417918
FLNC,Fluence Energy,Utilities - Renewable,3366557054
FLNG,FLEX LNG,Oil & Gas Midstream,1669513310
FLNT,Fluent,Advertising Agencies,44460989
FLO,Flowers Foods,Packaged Foods,4703983200
FLR,Fluor,Engineering & Construction,5255870880
FLS,Flowserve,Specialty Industrial Machinery,4954451840
FLT,FLEETCOR Technologies,Software - Infrastructure,17502758284
FLUX,Flux Power Holdings,Electrical Equipment & Parts,60969340
FLWS,1-800-FLOWERS.COM,Specialty Retail,570252311
FLXS,Flexsteel Industries,"Furnishings, Fixtures & Appliances",97214381
FLYW,Flywire,Information Technology Services,3382065180
FMAO,Farmers & Merchants Bancorp,Banks - Regional,256739518
FMBH,First Mid Bancshares,Banks - Regional,711563800
FMC,FMC Corporation,Agricultural Inputs,6909016260
FMNB,Farmers National Banc,Banks - Regional,455866240
FMS,Fresenius Medical Care AG & Co. KGaA,Medical Care Facilities,10228394749
FMX,Fomento Económico Mexicano,Beverages - Brewers,216374965335
FN,Fabrinet,Electronic Components,5904497868
FNA,Paragon 28,Medical Devices,838658257
FNB,F.N.B.,Banks - Regional,4140886568
FNCB,FNCB Bancorp,Banks - Regional,114923543
FNCH,Finch Therapeutics Group,Biotechnology,6414707
FND,Floor & Decor Holdings,Home Improvement Retail,8595272250
FNF,Fidelity National Financial,Insurance - Specialty,11654491365
FNGR,FingerMotion,Telecom Services,279016074
FNKO,Funko,Leisure,453259634
FNLC,The First Bancorp,Banks - Regional,274792854
FNV,Franco-Nevada,Gold,23947462640
FNVT,Finnovate Acquisition,Shell Companies,99308122
FNWB,First Northwest Bancorp,Banks - Regional,124140239
FNWD,Finward Bancorp,Banks - Regional,82193639
FOA,Finance Of America Companies,Credit Services,93042882
FOLD,Amicus Therapeutics,Biotechnology,3365923953
FONR,FONAR,Medical Devices,88893126
FOR,Forestar Group,Real Estate - Development,1320451902
FORA,Forian,Health Information Services,77749760
FORD,Forward Industries,Footwear & Accessories,7042840
FORL,Four Leaf Acquisition,Shell Companies,71719832
FORM,FormFactor,Semiconductors,2614690988
FORR,Forrester Research,Consulting Services,452250480
FORTY,Formula Systems (1985),Information Technology Services,965960100
FOSL,Fossil Group,Luxury Goods,94173778
FOUR,Shift4 Payments,Software - Infrastructure,3972442642
FOX,Fox Corporation,Entertainment,14881836103
FOXA,Fox Corporation,Entertainment,14760056479
FOXF,Fox Factory Holding,Auto Parts,2564510828
FOXO,FOXO Technologies,Health Information Services,3199650
FPAY,FlexShopper,Rental & Leasing Services,21752300
FPH,"Five Point Holdings, LLC",Real Estate - Development,390441894
FPI,Farmland Partners,REIT - Specialty,539200221
FR,First Industrial Realty Trust,REIT - Industrial,5846555000
FRAF,Franklin Financial Services,Banks - Regional,142637400
FRBA,First Bank,Banks - Regional,299122800
FRD,Friedman Industries,Steel,77071676
FREE,Whole Earth Brands,Packaged Foods,152678547
FREQ,Frequency Therapeutics,Biotechnology,10941632
FRES,Fresh2 Group,Biotechnology,23407822
FREY,FREYR Battery,Electrical Equipment & Parts,497349772
FRGE,Forge Global Holdings,Software - Application,427000700
FRGT,Freight Technologies,Software - Application,3004736
FRHC,Freedom Holding,Capital Markets,5049240686
FRLA,Fortune Rise Acquisition,Shell Companies,73695040
FRLN,Freeline Therapeutics Holdings,Biotechnology,29416230
FRME,First Merchants,Banks - Regional,1761150700
FRO,Frontline,Oil & Gas Midstream,5046863591
FROG,JFrog,Software - Application,2784658870
FRPH,FRP Holdings,Real Estate Services,521976980
FRPT,Freshpet,Packaged Foods,2808756750
FRSH,Freshworks,Software - Application,5577773285
FRST,Primis Financial,Banks - Regional,246868000
FRSX,Foresight Autonomous Holdings,Auto Parts,17429699
FRT,Federal Realty Investment Trust,REIT - Retail,7785474768
FRTX,Fresh Tracks Therapeutics,Biotechnology,5305494
FRXB,Forest Road Acquisition Corp. II,Shell Companies,137403594
FRZA,Forza X1,Recreational Vehicles,9407264
FSBC,Five Star Bancorp,Banks - Regional,355329866
FSBW,FS Bancorp,Banks - Regional,233727078
FSEA,First Seacoast Bancorp,Banks - Regional,34070830
FSFG,First Savings Financial Group,Banks - Regional,103675392
FSI,Flexible Solutions International,Specialty Chemicals,23876160
FSK,FS KKR Capital,Asset Management,5548107143
FSLR,First Solar,Solar,16231902140
FSLY,Fastly,Software - Application,2268752000
FSM,Fortuna Silver Mines,Silver,925509200
FSP,Franklin Street Properties,REIT - Office,212031500
FSR,Fisker,Auto Manufacturers,1561741982
FSRX,FinServ Acquisition Corp. II,Shell Companies,96556574
FSS,Federal Signal,Pollution & Treatment Controls,3924880245
FSTR,L.B. Foster Company,Railroads,232911000
FSV,FirstService,Real Estate Services,6554404341
FTAI,FTAI Aviation,Rental & Leasing Services,3937616760
FTCH,Farfetch,Internet Retail,680201468
FTCI,FTC Solar,Solar,147636250
FTDR,Frontdoor,Personal Services,2685498410
FTEK,Fuel Tech,Pollution & Treatment Controls,30689153
FTEL,Fitell,Specialty Retail,13344000
FTFT,Future FinTech Group,Software - Application,11854230
FTHM,Fathom Holdings,Real Estate Services,57082410
FTI,TechnipFMC,Oil & Gas Equipment & Services,9688985000
FTII,FutureTech II Acquisition,Shell Companies,99141292
FTK,Flotek Industries,Oil & Gas Equipment & Services,116840920
FTLF,FitLife Brands,Packaged Foods,98037828
FTNT,Fortinet,Software - Infrastructure,39643812972
FTRE,Fortrea Holdings,Biotechnology,2491727872
FTS,Fortis,Utilities - Regulated Electric,20311830000
FTV,Fortive,Scientific & Technical Instruments,23177071245
FUBO,fuboTV,Broadcasting,877752000
FUL,H.B. Fuller Company,Specialty Chemicals,3777343364
FULC,Fulcrum Therapeutics,Biotechnology,240489914
FULT,Fulton Financial,Banks - Regional,2321788600
FUN,"Cedar Fair,",Leisure,1953224775
FUNC,First United,Banks - Regional,114090738
FURY,Fury Gold Mines,Other Industrial Metals & Mining,48423490
FUSB,First US Bancshares,Banks - Regional,49935630
FUSN,Fusion Pharmaceuticals,Biotechnology,315319032
FUTU,Futu Holdings,Capital Markets,8199132790
FUV,Arcimoto,Recreational Vehicles,5638418
FVCB,FVCBankcorp,Banks - Regional,199205499
FVRR,Fiverr International,Internet Content & Information,838971650
FWBI,First Wave BioPharma,Biotechnology,4231578
FWONA,Liberty Media,Entertainment,15245497176
FWRD,Forward Air,Integrated Freight & Logistics,1701309617
FWRG,First Watch Restaurant Group,Restaurants,1023812800
FXNC,First National,Banks - Regional,118741260
FYBR,Frontier Communications Parent,Telecom Services,5072465925
G,Genpact,Information Technology Services,6233712840
GABC,German American Bancorp,Banks - Regional,844972035
GAIA,"Gaia, Inc.",Entertainment,59594346
GAIN,Gladstone Investment,Asset Management,503690102
GALT,Galectin Therapeutics,Biotechnology,124315887
GAMB,Gambling.com Group,Gambling,510180880
GAMC,Golden Arrow Merger,Shell Companies,96694149
GAME,GameSquare Holdings,Electronic Gaming & Multimedia,23395698
GAN,GAN Limited,Gambling,41555376
GANX,Gain Therapeutics,Biotechnology,36447278
GAQ,Generation Asia I Acquisition,Shell Companies,163815927
GASS,StealthGas,Marine Shipping,219937398
GATE,Marblegate Acquisition,Shell Companies,124705554
GATO,Gatos Silver,Other Precious Metals & Mining,344427756
GATX,GATX Corporation,Rental & Leasing Services,3864939052
GAU,Galiano Gold,Gold,121469224
GB,Global Blue Group Holding AG,Software - Infrastructure,1025222400
GBBK,Global Blockchain Acquisition,Shell Companies,75514740
GBCI,Glacier Bancorp,Banks - Regional,3634613620
GBDC,Golub Capital BDC,Asset Management,2506614218
GBIO,Generation Bio Co.,Biotechnology,87025620
GBLI,"Global Indemnity Group, LLC",Insurance - Property & Casualty,473024011
GBNH,Greenbrook TMS,Medical Care Facilities,11078466
GBNY,Generations Bancorp NY,Banks - Regional,19071918
GBR,New Concept Energy,Real Estate Services,5901720
GBTG,Global Business Travel Group,Software - Application,4675581841
GBX,The Greenbrier Companies,Railroads,1166381148
GCBC,Greene County Bancorp,Banks - Regional,429586164
GCI,Gannett Co.,Publishing,292183064
GCMG,GCM Grosvenor,Asset Management,1579136000
GCO,Genesco,Apparel Retail,343790316
GCT,GigaCloud Technology,Software - Infrastructure,441985375
GCTK,GlucoTrack,Medical Instruments & Supplies,3660313
GD,General Dynamics,Aerospace & Defense,66371277424
GDC,GD Culture Group,Electronic Gaming & Multimedia,9099609
GDDY,GoDaddy,Software - Infrastructure,12561234720
GDEN,Golden Entertainment,Resorts & Casinos,1062469116
GDEV,GDEV Inc.,Electronic Gaming & Multimedia,457964539
GDHG,Golden Heaven Group Holdings,Leisure,886994944
GDNR,Gardiner Healthcare Acquisitions,Shell Companies,40596120
GDOT,Green Dot,Credit Services,638627300
GDRX,GoodRx Holdings,Health Information Services,2180917993
GDS,GDS Holdings,Information Technology Services,2101810620
GDST,Goldenstone Acquisition,Shell Companies,81431800
GDTC,CytoMed Therapeutics,Biotechnology,46693665
GDYN,Grid Dynamics Holdings,Information Technology Services,897256524
GE,General Electric Company,Specialty Industrial Machinery,118547440543
GECC,Great Elm Capital,Asset Management,72902796
GEF,Greif,Packaging & Containers,3103703375
GEF.B,Greif,Packaging & Containers,3087161436
GEG,Great Elm Group,Medical Distribution,56114280
GEHC,GE HealthCare Technologies,Health Information Services,32552756805
GEHI,Gravitas Education Holdings,Education & Training Services,14786310
GEL,"Genesis Energy,",Oil & Gas Midstream,1452087150
GEN,Gen Digital,Software - Infrastructure,11273309147
GENC,Gencor Industries,Farm & Heavy Construction Machinery,204474915
GENE,Genetic Technologies,Diagnostics & Research,15120648
GENI,Genius Sports,Internet Content & Information,1246178374
GENK,GEN Restaurant Group,Restaurants,281495552
GEO,The GEO Group,Security & Protection Services,1139971120
GEOS,Geospace Technologies,Oil & Gas Equipment & Services,154701105
GERN,Geron,Biotechnology,1036274596
GES,Guess',Apparel Retail,1258229804
GETR,Getaround,Software - Application,20125368
GETY,Getty Images Holdings,Internet Content & Information,1856387107
GEVO,"Gevo, Inc.",Specialty Chemicals,301501820
GFAI,Guardforce AI,Security & Protection Services,25880907
GFF,Griffon,Conglomerates,2303665750
GFI,Gold Fields,Gold,12491703068
GFL,GFL Environmental,Waste Management,11049168130
GFR,Greenfire Resources,Oil & Gas E&P,411854976
GFS,GLOBALFOUNDRIES,Semiconductors,29208769318
GGAL,Grupo Financiero Galicia,Banks - Regional,4451517073
GGB,Gerdau,Steel,8169371324
GGE,Green Giant,Real Estate - Development,64720228
GGG,Graco,Specialty Industrial Machinery,13005115400
GGR,Gogoro,Auto Parts,654442621
GH,Guardant Health,Diagnostics & Research,3374229640
GHC,Graham Holdings Company,Education & Training Services,2893895244
GHG,GreenTree Hospitality Group,Lodging,448565810
GHI,Greystone Housing Impact Investors LP,Mortgage Finance,381511023
GHIX,Gores Holdings IX,Shell Companies,685124990
GHL,Greenhill & Co.,Capital Markets,279406636
GHLD,Guild Holdings Company,Mortgage Finance,667496670
GHM,Graham,Specialty Industrial Machinery,181842271
GHRS,GH Research,Biotechnology,429691808
GHSI,Guardion Health Sciences,Drug Manufacturers - Specialty & Generic,7818062
GIA,GigCapital5,Shell Companies,103673760
GIB,CGI Inc.,Information Technology Services,23766758001
GIC,Global Industrial Company,Industrial Distribution,1315771831
GIFI,Gulf Island Fabrication,Metal Fabrication,64824250
GIGM,GigaMedia,Electronic Gaming & Multimedia,14975731
GIII,G-III Apparel Group,Apparel Manufacturing,1242696780
GIL,Gildan Activewear,Apparel Manufacturing,5836046254
GILD,Gilead Sciences,Drug Manufacturers - General,101661954595
GILT,Gilat Satellite Networks,Communication Equipment,365209965
GIPR,Generation Income Properties,REIT - Diversified,10450728
GIS,General Mills,Packaged Foods,38213279882
GKOS,Glaukos,Medical Devices,3123790816
GL,Globe Life,Insurance - Life,11109075583
GLAD,Gladstone Capital,Asset Management,434653911
GLBE,Global-e Online,Internet Retail,6085610700
GLBS,Globus Maritime,Marine Shipping,34989910
GLBZ,Glen Burnie Bancorp,Banks - Regional,14529254
GLDD,Great Lakes Dredge & Dock,Engineering & Construction,502014600
GLDG,GoldMining,Gold,139702020
GLLI,Globalink Investment,Shell Companies,88720231
GLMD,Galmed Pharmaceuticals,Biotechnology,1522876
GLNG,Golar LNG,Oil & Gas Midstream,2445420000
GLOB,Globant,Information Technology Services,7864422951
GLP,Global Partners LP,Oil & Gas Midstream,1135453040
GLPG,Galapagos NV,Biotechnology,2442146526
GLPI,Gaming and Leisure Properties,REIT - Specialty,12147100000
GLRE,Greenlight Capital Re,Insurance - Reinsurance,404922560
GLSI,Greenwich LifeSciences,Biotechnology,116276210
GLST,Global Star Acquisition,Shell Companies,79022527
GLT,Glatfelter,Paper & Paper Products,75226653
GLTO,Galecto,Biotechnology,15809415
GLUE,Monte Rosa Therapeutics,Biotechnology,177780294
GLW,Corning,Electronic Components,23829177080
GLYC,GlycoMimetics,Biotechnology,86827005
GM,General Motors Company,Auto Manufacturers,40769417695
